prodcode	dmdcode	therapyevents	gemscriptcode	productname	drugsubstancename	substancestrength	formulation	routeofadministration	bnfcode	bnfheader	databasebuild
10780	138295001000027101	23279	66277020	Promazine 50mg/5ml oral solution	Promazine Hydrochloride	50mg/5ml	Suspension	Oral	04020100	Antipsychotic Products	February 2009
41732	4209511000001104	2	51751020	Promazine 50mg tablets (Teva UK Ltd)	Promazine hydrochloride	50mg	Tablet	Oral	04020101	First-Generation Antipsychotic Drugs	March 2010
15395	138305001000027108	1336	66279020	Promazine 12.5mg/5ml oral solution	Promazine Hydrochloride	12.5mg/5ml	Syrup	Oral	04020100	Antipsychotic Products	February 2009
71382	552911000001107	20	60114020	Promazine 50mg/5ml oral solution (A A H Pharmaceuticals Ltd)	Promazine hydrochloride	10mg/1ml	Oral solution	Oral	04020101	First-Generation Antipsychotic Drugs	January 2018
76664	13148311000001105	4	34107020	Promazine 25mg/5ml oral suspension	Promazine hydrochloride	5mg/1ml	Oral suspension	Oral	04020101	First-Generation Antipsychotic Drugs	July 2019
3226	39355001000027108	36	52958020	Sparine 50mg Tablet (Wyeth Pharmaceuticals)	Promazine hydrochloride	50mg	Tablet	Oral	04020100	Antipsychotic Products	February 2009
14610	138335001000027104	1339	66282020	Promazine 50mg/5ml oral solution sugar free	Promazine Hydrochloride	50mg/5ml	Syrup Sugar-Free	Oral	04020100	Antipsychotic Products	February 2009
3227	39445001000027100	13266	52968020	Sparine 50mg/5ml Liquid (Wyeth Pharmaceuticals)	Promazine Hydrochloride	50mg/5ml	Liquid	Oral	04020100	Antipsychotic Products	February 2009
38089	81011000001107	1572	55706020	Promazine 50mg/5ml syrup (Rosemont Pharmaceuticals Ltd)	Promazine hydrochloride	10mg/1ml	Oral solution	Oral	04020101	First-Generation Antipsychotic Drugs	February 2009
6443	35931311000001105	196407	66278020	Promazine 25mg/5ml oral solution	Promazine hydrochloride	5mg/1ml	Oral solution	Oral	04020101	First-Generation Antipsychotic Drugs	February 2009
46945	30015001000027101	31	51749020	Promazine 25mg Tablet (Biorex Laboratories Ltd)	Promazine hydrochloride	25mg	Tablet	Oral	04020100	Antipsychotic Products	March 2012
77489	80875001000027102	11	58295020	Promazine 50mg/5ml Liquid (Genus Pharmaceuticals Ltd)	Promazine Hydrochloride	50mg/5ml	Liquid		04020100	Antipsychotic Products	August 2019
67799	13148611000001100	523	34109020	Promazine 50mg/5ml oral suspension	Promazine hydrochloride	10mg/1ml	Oral suspension	Oral	04020101	First-Generation Antipsychotic Drugs	October 2016
55890	30125001000027103	14	51759020	Promazine 50mg/5ml Liquid (Rosemont Pharmaceuticals Ltd)	Promazine Hydrochloride	50mg/5ml	Liquid		04020100	Antipsychotic Products	August 2013
41995	80885001000027107	1	58296020	Promazine 50mg/ml Injection (Genus Pharmaceuticals Ltd)	Promazine Hydrochloride	50mg/ml	Injection		04020100	Antipsychotic Products	April 2010
75919	13148111000001108	38	34103020	Promazine 12.5mg/5ml oral solution	Promazine hydrochloride	2.5mg/1ml	Oral solution	Oral	04020101	First-Generation Antipsychotic Drugs	April 2019
40390	665811000001106	3577	55705020	Promazine 25mg/5ml syrup (Rosemont Pharmaceuticals Ltd)	Promazine hydrochloride	5mg/1ml	Oral solution	Oral	04020101	First-Generation Antipsychotic Drugs	September 2009
15161	179385001000027102	145	72183020	Promazine 50mg/ml injection	Promazine Hydrochloride	50mg/ml	Injection		04020100	Antipsychotic Products	February 2009
2972	321498009	169254	72987020	Promazine 25mg tablets	Promazine hydrochloride	25mg	Tablet	Oral	04020101	First-Generation Antipsychotic Drugs	February 2009
12193	39345001000027105	131	52957020	Sparine 25mg Tablet (Wyeth Pharmaceuticals)	Promazine hydrochloride	25mg	Tablet	Oral	04020100	Antipsychotic Products	February 2009
3228	321499001	72784	72988020	Promazine 50mg tablets	Promazine hydrochloride	50mg	Tablet	Oral	04020101	First-Generation Antipsychotic Drugs	February 2009
76959	13148811000001101	5	34113020	Promazine 6.25mg/5ml oral suspension	Promazine hydrochloride	1.25mg/1ml	Oral suspension	Oral	04020101	First-Generation Antipsychotic Drugs	July 2019
17634	38753511000001104	42186	66283020	Promazine 50mg/5ml oral solution	Promazine hydrochloride	10mg/1ml	Oral solution	Oral	04020101	First-Generation Antipsychotic Drugs	February 2009
65449	4209211000001102	4	72709020	Promazine 25mg tablets (Teva UK Ltd)	Promazine hydrochloride	25mg	Tablet	Oral	04020101	First-Generation Antipsychotic Drugs	February 2016
3197	184055001000027108	1946	72991020	Promazine 100mg tablet	Promazine Hydrochloride	100mg	Tablets	Oral	04020100	Antipsychotic Products	February 2009
60450	6411000001109	1	73499020	Promazine 25mg tablets (A A H Pharmaceuticals Ltd)	Promazine hydrochloride	25mg	Tablet	Oral	04020101	First-Generation Antipsychotic Drugs	July 2014
63601	572611000001103	8	60113020	Promazine 25mg/5ml oral solution (A A H Pharmaceuticals Ltd)	Promazine hydrochloride	5mg/1ml	Oral solution	Oral	04020101	First-Generation Antipsychotic Drugs	July 2015
65938	21705911000001108	0	46788020	Quetiapine 25mg tablets (Ranbaxy (UK) Ltd)	Quetiapine fumarate	25mg	Tablet	Oral	04020102	Second-Generation Antipsychotic Drugs	April 2016
7039	429830008	369546	87045020	Quetiapine 300mg tablets	Quetiapine fumarate	300mg	Tablet	Oral	04020102	Second-Generation Antipsychotic Drugs	February 2009
53552	20917511000001108	0	42176020	Quetiapine 25mg tablets (Zentiva Pharma UK Ltd)	Quetiapine fumarate	25mg	Tablet	Oral	04020102	Second-Generation Antipsychotic Drugs	January 2013
61748	25804311000001105	2589	27360021	Ebesque XL 200mg tablets (Ethypharm UK Ltd)	Quetiapine fumarate	200mg	Modified-release tablet	Oral	04020102	Second-Generation Antipsychotic Drugs	December 2014
57412	20356611000001108	3360	40631020	Sondate XL 400mg tablets (Teva UK Ltd)	Quetiapine fumarate	400mg	Modified-release tablet	Oral	04020102	Second-Generation Antipsychotic Drugs	October 2013
39237	14025711000001108	9185	95793020	Seroquel XL 400mg tablets (Luye Pharma Ltd)	Quetiapine fumarate	400mg	Modified-release tablet	Oral	04020102	Second-Generation Antipsychotic Drugs	April 2009
79893	33611211000001102	0	71082021	Quetiapine 25mg tablets (Viatris UK Healthcare Ltd)	Quetiapine fumarate	25mg	Tablet	Oral	04020102	Second-Generation Antipsychotic Drugs	February 2020
70192	33391011000001100	3905	70558021	Quetiapine 20mg/ml oral suspension sugar free	Quetiapine fumarate	20mg/1ml	Oral suspension	Oral	04020102	Second-Generation Antipsychotic Drugs	September 2017
44326	17689811000001108	1987	98875020	Seroquel XL 150mg tablets (Luye Pharma Ltd)	Quetiapine fumarate	150mg	Modified-release tablet	Oral	04020102	Second-Generation Antipsychotic Drugs	January 2011
38912	426802009	94379	94789020	Quetiapine 200mg modified-release tablets	Quetiapine fumarate	200mg	Modified-release tablet	Oral	04020102	Second-Generation Antipsychotic Drugs	February 2009
40932	14018711000001108	1359	97205020	Quetiapine 100mg/5ml oral suspension	Quetiapine fumarate	20mg/1ml	Oral suspension	Oral	04020102	Second-Generation Antipsychotic Drugs	December 2009
51178	15452111000001102	207	36328020	Quetiapine 50mg/5ml oral suspension	Quetiapine fumarate	10mg/1ml	Oral suspension	Oral	04020102	Second-Generation Antipsychotic Drugs	January 2013
73439	13012111000001106	1	33608020	Quetiapine 150mg/5ml oral suspension	Quetiapine fumarate	30mg/1ml	Oral suspension	Oral	04020102	Second-Generation Antipsychotic Drugs	October 2018
5039	321625005	768359	85204020	Quetiapine 100mg tablets	Quetiapine fumarate	100mg	Tablet	Oral	04020102	Second-Generation Antipsychotic Drugs	February 2009
82933	39027411000001105	276	95965021	Quetiapine 600mg modified-release tablets	Quetiapine fumarate	600mg	Modified-release tablet	Oral	04020102	Second-Generation Antipsychotic Drugs	January 2021
75650	33569011000001100	149	70703021	Brancico XL 200mg tablets (Zentiva Pharma UK Ltd)	Quetiapine fumarate	200mg	Modified-release tablet	Oral	04020102	Second-Generation Antipsychotic Drugs	April 2019
38885	14042811000001105	199337	94787020	Quetiapine 50mg modified-release tablets	Quetiapine fumarate	50mg	Modified-release tablet	Oral	04020102	Second-Generation Antipsychotic Drugs	February 2009
63364	28411911000001109	16079	44296021	Zaluron XL 200mg tablets (Fontus Health Ltd)	Quetiapine fumarate	200mg	Modified-release tablet	Oral	04020102	Second-Generation Antipsychotic Drugs	June 2015
77484	20365611000001109	0	41358020	Quetiapine 25mg tablets (A A H Pharmaceuticals Ltd)	Quetiapine fumarate	25mg	Tablet	Oral	04020102	Second-Generation Antipsychotic Drugs	August 2019
66255	27842411000001102	14	31405021	Atrolak XL 200mg tablets (Accord Healthcare Ltd)	Quetiapine fumarate	200mg	Modified-release tablet	Oral	04020102	Second-Generation Antipsychotic Drugs	June 2016
81234	35179311000001108	15	79767021	Quetiapine 200mg tablets (Milpharm Ltd)	Quetiapine fumarate	200mg	Tablet	Oral	04020102	Second-Generation Antipsychotic Drugs	July 2020
38914	14025311000001109	6546	95789020	Seroquel XL 200mg tablets (Luye Pharma Ltd)	Quetiapine fumarate	200mg	Modified-release tablet	Oral	04020102	Second-Generation Antipsychotic Drugs	February 2009
70313	30082811000001101	1	53394021	Quetiapine 100mg tablets (DE Pharmaceuticals)	Quetiapine fumarate	100mg	Tablet	Oral	04020102	Second-Generation Antipsychotic Drugs	September 2017
56215	15452011000001103	57	36326020	Quetiapine 50mg/5ml oral solution	Quetiapine fumarate	10mg/1ml	Oral solution	Oral	04020102	Second-Generation Antipsychotic Drugs	August 2013
64778	21714411000001103	1690	46920020	Sondate XL 150mg tablets (Teva UK Ltd)	Quetiapine fumarate	150mg	Modified-release tablet	Oral	04020102	Second-Generation Antipsychotic Drugs	November 2015
83744	35657411000001106	18	81740021	Quetiapine 25mg tablets (Consilient Health Ltd)	Quetiapine fumarate	25mg	Tablet	Oral	04020102	Second-Generation Antipsychotic Drugs	April 2021
5040	39703111000001104	331831	85207020	Quetiapine 150mg tablets	Quetiapine fumarate	150mg	Tablet	Oral	04020102	Second-Generation Antipsychotic Drugs	February 2009
63797	28411711000001107	8056	44746021	Zaluron XL 150mg tablets (Fontus Health Ltd)	Quetiapine fumarate	150mg	Modified-release tablet	Oral	04020102	Second-Generation Antipsychotic Drugs	July 2015
44024	17828611000001101	46251	98873020	Quetiapine 150mg modified-release tablets	Quetiapine fumarate	150mg	Modified-release tablet	Oral	04020102	Second-Generation Antipsychotic Drugs	December 2010
55870	251645001000027105	46	95125020	Quetiapine oral liquid	Quetiapine Fumarate				04020100	Antipsychotic Products	August 2013
63389	28411511000001102	25113	44733021	Zaluron XL 50mg tablets (Fontus Health Ltd)	Quetiapine fumarate	50mg	Modified-release tablet	Oral	04020102	Second-Generation Antipsychotic Drugs	June 2015
57612	16243111000001109	26	11075020	Seroquel XL 400mg tablets (Lexon (UK) Ltd)	Quetiapine fumarate	400mg	Modified-release tablet	Oral	04020102	Second-Generation Antipsychotic Drugs	October 2013
49696	13012211000001100	276	33610020	Quetiapine 25mg/5ml oral solution	Quetiapine fumarate	5mg/1ml	Oral solution	Oral	04020102	Second-Generation Antipsychotic Drugs	January 2013
66427	21286911000001106	0	45159020	Quetiapine 25mg tablets (Accord Healthcare Ltd)	Quetiapine fumarate	25mg	Tablet	Oral	04020102	Second-Generation Antipsychotic Drugs	June 2016
62531	27842811000001100	54	31406021	Atrolak XL 400mg tablets (Accord Healthcare Ltd)	Quetiapine fumarate	400mg	Modified-release tablet	Oral	04020102	Second-Generation Antipsychotic Drugs	March 2015
84004	35179511000001102	1	79854021	Quetiapine 300mg tablets (Milpharm Ltd)	Quetiapine fumarate	300mg	Tablet	Oral	04020102	Second-Generation Antipsychotic Drugs	June 2021
58936	21248811000001109	19	44916020	Tenprolide XL 50mg tablets (Actavis UK Ltd)	Quetiapine fumarate	50mg	Modified-release tablet	Oral	04020102	Second-Generation Antipsychotic Drugs	February 2014
40779	14018611000001104	1507	97203020	Quetiapine 100mg/5ml oral solution	Quetiapine fumarate	20mg/1ml	Oral solution	Oral	04020102	Second-Generation Antipsychotic Drugs	November 2009
82074	33569711000001103	164	70921021	Brancico XL 150mg tablets (Zentiva Pharma UK Ltd)	Quetiapine fumarate	150mg	Modified-release tablet	Oral	04020102	Second-Generation Antipsychotic Drugs	November 2020
63351	28401011000001108	11263	44295021	Biquelle XL 200mg tablets (Aspire Pharma Ltd)	Quetiapine fumarate	200mg	Modified-release tablet	Oral	04020102	Second-Generation Antipsychotic Drugs	June 2015
38913	14026511000001105	9137	95787020	Seroquel XL 50mg tablets (Luye Pharma Ltd)	Quetiapine fumarate	50mg	Modified-release tablet	Oral	04020102	Second-Generation Antipsychotic Drugs	February 2009
69544	27842211000001101	130	40470021	Atrolak XL 50mg tablets (Accord Healthcare Ltd)	Quetiapine fumarate	50mg	Modified-release tablet	Oral	04020102	Second-Generation Antipsychotic Drugs	May 2017
57613	17594611000001104	1	35377020	Seroquel XL 50mg tablets (Sigma Pharmaceuticals Plc)	Quetiapine fumarate	50mg	Modified-release tablet	Oral	04020102	Second-Generation Antipsychotic Drugs	October 2013
63133	28400411000001108	6548	44745021	Biquelle XL 150mg tablets (Aspire Pharma Ltd)	Quetiapine fumarate	150mg	Modified-release tablet	Oral	04020102	Second-Generation Antipsychotic Drugs	May 2015
58425	18612411000001109	4	35378020	Seroquel XL 50mg tablets (DE Pharmaceuticals)	Quetiapine fumarate	50mg	Modified-release tablet	Oral	04020102	Second-Generation Antipsychotic Drugs	December 2013
85915	39156911000001109	0	96924021	Quetiapine 25mg tablets (Aristo Pharma Ltd)	Quetiapine fumarate	25mg	Tablet	Oral	04020102	Second-Generation Antipsychotic Drugs	April 2022
69787	21249511000001100	1	44454020	Tenprolide XL 300mg tablets (Actavis UK Ltd)	Quetiapine fumarate	300mg	Modified-release tablet	Oral	04020102	Second-Generation Antipsychotic Drugs	June 2017
82582	5409111000001104	23	03604020	Seroquel 100mg tablets (Waymade Healthcare Plc)	Quetiapine fumarate	100mg	Tablet	Oral	04020102	Second-Generation Antipsychotic Drugs	January 2021
61747	25804911000001106	2766	27359021	Ebesque XL 300mg tablets (Ethypharm UK Ltd)	Quetiapine fumarate	300mg	Modified-release tablet	Oral	04020102	Second-Generation Antipsychotic Drugs	December 2014
84005	35178911000001101	1	79766021	Quetiapine 100mg tablets (Milpharm Ltd)	Quetiapine fumarate	100mg	Tablet	Oral	04020102	Second-Generation Antipsychotic Drugs	June 2021
63087	28400611000001106	13340	44293021	Biquelle XL 300mg tablets (Aspire Pharma Ltd)	Quetiapine fumarate	300mg	Modified-release tablet	Oral	04020102	Second-Generation Antipsychotic Drugs	May 2015
61746	25806011000001102	1816	27361021	Ebesque XL 400mg tablets (Ethypharm UK Ltd)	Quetiapine fumarate	400mg	Modified-release tablet	Oral	04020102	Second-Generation Antipsychotic Drugs	December 2014
67334	16202711000001107	26	35374020	Seroquel XL 50mg tablets (Waymade Healthcare Plc)	Quetiapine fumarate	50mg	Modified-release tablet	Oral	04020102	Second-Generation Antipsychotic Drugs	August 2016
38937	14026011000001102	13736	95791020	Seroquel XL 300mg tablets (Luye Pharma Ltd)	Quetiapine fumarate	300mg	Modified-release tablet	Oral	04020102	Second-Generation Antipsychotic Drugs	February 2009
69635	28995811000001100	465	48126021	Mintreleq XL 400mg tablets (Aristo Pharma Ltd)	Quetiapine fumarate	400mg	Modified-release tablet	Oral	04020102	Second-Generation Antipsychotic Drugs	June 2017
56647	20438511000001104	0	41448020	Quetiapine 300mg tablets (Arrow Generics Ltd)	Quetiapine fumarate	300mg	Tablet	Oral	04020102	Second-Generation Antipsychotic Drugs	August 2013
64484	22635511000001100	83	17111021	Quetiapine 200mg/5ml oral suspension	Quetiapine fumarate	40mg/1ml	Oral suspension	Oral	04020102	Second-Generation Antipsychotic Drugs	October 2015
69836	13587111000001109	4	35074020	Quetiapine 400mg/5ml oral suspension	Quetiapine fumarate	80mg/1ml	Oral suspension	Oral	04020102	Second-Generation Antipsychotic Drugs	July 2017
21709	4989111000001106	3465	87047020	Seroquel 300mg tablets (Luye Pharma Ltd)	Quetiapine fumarate	300mg	Tablet	Oral	04020102	Second-Generation Antipsychotic Drugs	February 2009
9794	321626006	532105	85206020	Quetiapine 200mg tablets	Quetiapine fumarate	200mg	Tablet	Oral	04020102	Second-Generation Antipsychotic Drugs	February 2009
85686	20161711000001109	8	40536020	Quetiapine 200mg tablets (Teva UK Ltd)	Quetiapine fumarate	200mg	Tablet	Oral	04020102	Second-Generation Antipsychotic Drugs	February 2022
80863	13012011000001105	1	33606020	Quetiapine 150mg/5ml oral solution	Quetiapine fumarate	30mg/1ml	Oral solution	Oral	04020102	Second-Generation Antipsychotic Drugs	June 2020
83575	27483311000001103	4	31336021	Quetiapine 100mg tablets (Lupin Healthcare (UK) Ltd)	Quetiapine fumarate	100mg	Tablet	Oral	04020102	Second-Generation Antipsychotic Drugs	April 2021
60842	20360711000001105	0	40535020	Quetiapine 100mg tablets (Alliance Healthcare (Distribution) Ltd)	Quetiapine fumarate	100mg	Tablet	Oral	04020102	Second-Generation Antipsychotic Drugs	August 2014
70312	20366211000001101	1	41366020	Quetiapine 200mg tablets (A A H Pharmaceuticals Ltd)	Quetiapine fumarate	200mg	Tablet	Oral	04020102	Second-Generation Antipsychotic Drugs	September 2017
5283	321624009	2260923	85203020	Quetiapine 25mg tablets	Quetiapine fumarate	25mg	Tablet	Oral	04020102	Second-Generation Antipsychotic Drugs	February 2009
80862	13844611000001104	2	35198020	Quetiapine 75mg/5ml oral suspension	Quetiapine fumarate	15mg/1ml	Oral suspension	Oral	04020102	Second-Generation Antipsychotic Drugs	June 2020
69637	28995111000001107	214	48125021	Mintreleq XL 200mg tablets (Aristo Pharma Ltd)	Quetiapine fumarate	200mg	Modified-release tablet	Oral	04020102	Second-Generation Antipsychotic Drugs	June 2017
59215	21706311000001102	0	46791020	Quetiapine 150mg tablets (Ranbaxy (UK) Ltd)	Quetiapine fumarate	150mg	Tablet	Oral	04020102	Second-Generation Antipsychotic Drugs	March 2014
74591	27842611000001104	91	31404021	Atrolak XL 300mg tablets (Accord Healthcare Ltd)	Quetiapine fumarate	300mg	Modified-release tablet	Oral	04020102	Second-Generation Antipsychotic Drugs	February 2019
70992	21706111000001104	0	46789020	Quetiapine 100mg tablets (Ranbaxy (UK) Ltd)	Quetiapine fumarate	100mg	Tablet	Oral	04020102	Second-Generation Antipsychotic Drugs	December 2017
62943	28400811000001105	9932	44298021	Biquelle XL 400mg tablets (Aspire Pharma Ltd)	Quetiapine fumarate	400mg	Modified-release tablet	Oral	04020102	Second-Generation Antipsychotic Drugs	April 2015
38840	426954000	104060	94793020	Quetiapine 400mg modified-release tablets	Quetiapine fumarate	400mg	Modified-release tablet	Oral	04020102	Second-Generation Antipsychotic Drugs	February 2009
14859	596211000001109	25685	85212020	Seroquel 25mg tablets (Luye Pharma Ltd)	Quetiapine fumarate	25mg	Tablet	Oral	04020102	Second-Generation Antipsychotic Drugs	February 2009
61575	25803211000001100	2482	29521021	Ebesque XL 50mg tablets (Ethypharm UK Ltd)	Quetiapine fumarate	50mg	Modified-release tablet	Oral	04020102	Second-Generation Antipsychotic Drugs	November 2014
70684	33261411000001104	2	70559021	Quetiapine 20mg/ml oral suspension sugar free (Rosemont Pharmaceuticals Ltd)	Quetiapine fumarate	20mg/1ml	Oral suspension	Oral	04020102	Second-Generation Antipsychotic Drugs	November 2017
57034	20356211000001106	2761	40630020	Sondate XL 200mg tablets (Teva UK Ltd)	Quetiapine fumarate	200mg	Modified-release tablet	Oral	04020102	Second-Generation Antipsychotic Drugs	September 2013
52940	20356011000001101	5999	41200020	Sondate XL 50mg tablets (Teva UK Ltd)	Quetiapine fumarate	50mg	Modified-release tablet	Oral	04020102	Second-Generation Antipsychotic Drugs	January 2013
63925	28994711000001109	371	48501021	Mintreleq XL 50mg tablets (Aristo Pharma Ltd)	Quetiapine fumarate	50mg	Modified-release tablet	Oral	04020102	Second-Generation Antipsychotic Drugs	August 2015
6864	476411000001108	8736	85215020	Seroquel 200mg tablets (Luye Pharma Ltd)	Quetiapine fumarate	200mg	Tablet	Oral	04020102	Second-Generation Antipsychotic Drugs	February 2009
63359	28412111000001101	21500	44294021	Zaluron XL 300mg tablets (Fontus Health Ltd)	Quetiapine fumarate	300mg	Modified-release tablet	Oral	04020102	Second-Generation Antipsychotic Drugs	June 2015
68375	20160911000001104	18	40530020	Quetiapine 25mg tablets (Teva UK Ltd)	Quetiapine fumarate	25mg	Tablet	Oral	04020102	Second-Generation Antipsychotic Drugs	December 2016
73742	21249311000001106	0	44455020	Tenprolide XL 200mg tablets (Actavis UK Ltd)	Quetiapine fumarate	200mg	Modified-release tablet	Oral	04020102	Second-Generation Antipsychotic Drugs	November 2018
63818	28994911000001106	247	48516021	Mintreleq XL 150mg tablets (Aristo Pharma Ltd)	Quetiapine fumarate	150mg	Modified-release tablet	Oral	04020102	Second-Generation Antipsychotic Drugs	July 2015
58067	13011911000001103	8	33604020	Quetiapine 125mg/5ml oral suspension	Quetiapine fumarate	25mg/1ml	Oral suspension	Oral	04020102	Second-Generation Antipsychotic Drugs	December 2013
74856	5409511000001108	36	03612020	Seroquel 200mg tablets (Waymade Healthcare Plc)	Quetiapine fumarate	200mg	Tablet	Oral	04020102	Second-Generation Antipsychotic Drugs	February 2019
63363	28412311000001104	16075	44297021	Zaluron XL 400mg tablets (Fontus Health Ltd)	Quetiapine fumarate	400mg	Modified-release tablet	Oral	04020102	Second-Generation Antipsychotic Drugs	June 2015
77215	21287811000001104	100	45218020	Quetiapine 300mg tablets (Accord Healthcare Ltd)	Quetiapine fumarate	300mg	Tablet	Oral	04020102	Second-Generation Antipsychotic Drugs	July 2019
83070	39005011000001102	84	95966021	Biquelle XL 600mg tablets (Aspire Pharma Ltd)	Quetiapine fumarate	600mg	Modified-release tablet	Oral	04020102	Second-Generation Antipsychotic Drugs	February 2021
77733	33569911000001101	202	70915021	Brancico XL 50mg tablets (Zentiva Pharma UK Ltd)	Quetiapine fumarate	50mg	Modified-release tablet	Oral	04020102	Second-Generation Antipsychotic Drugs	August 2019
46764	13011611000001109	181	00209021	Quetiapine 12.5mg/5ml oral solution	Quetiapine fumarate	2.5mg/1ml	Oral solution	Oral	04020102	Second-Generation Antipsychotic Drugs	February 2012
80669	33570111000001101	108	70704021	Brancico XL 400mg tablets (Zentiva Pharma UK Ltd)	Quetiapine fumarate	400mg	Modified-release tablet	Oral	04020102	Second-Generation Antipsychotic Drugs	May 2020
58935	22409511000001108	23	15732021	Tenprolide XL 400mg tablets (Actavis UK Ltd)	Quetiapine fumarate	400mg	Modified-release tablet	Oral	04020102	Second-Generation Antipsychotic Drugs	February 2014
77216	21287311000001108	102	45162020	Quetiapine 150mg tablets (Accord Healthcare Ltd)	Quetiapine fumarate	150mg	Tablet	Oral	04020102	Second-Generation Antipsychotic Drugs	July 2019
82566	5408411000001101	30	03597020	Seroquel 25mg tablets (Waymade Healthcare Plc)	Quetiapine fumarate	25mg	Tablet	Oral	04020102	Second-Generation Antipsychotic Drugs	January 2021
83330	30083411000001107	0	53777021	Quetiapine 300mg tablets (DE Pharmaceuticals)	Quetiapine fumarate	300mg	Tablet	Oral	04020102	Second-Generation Antipsychotic Drugs	March 2021
64639	28995611000001104	355	48124021	Mintreleq XL 300mg tablets (Aristo Pharma Ltd)	Quetiapine fumarate	300mg	Modified-release tablet	Oral	04020102	Second-Generation Antipsychotic Drugs	November 2015
58821	20415911000001108	0	41359020	Quetiapine 25mg tablets (Dr Reddy's Laboratories (UK) Ltd)	Quetiapine fumarate	25mg	Tablet	Oral	04020102	Second-Generation Antipsychotic Drugs	February 2014
85146	20161411000001103	9	40539020	Quetiapine 150mg tablets (Teva UK Ltd)	Quetiapine fumarate	150mg	Tablet	Oral	04020102	Second-Generation Antipsychotic Drugs	December 2021
74690	13011811000001108	1	33602020	Quetiapine 125mg/5ml oral solution	Quetiapine fumarate	25mg/1ml	Oral solution	Oral	04020102	Second-Generation Antipsychotic Drugs	February 2019
10107	228545001000027102	1159	85202020	Quetiapine Starter Pack	Quetiapine Fumarate		Starter Pack	Oral	04020100	Antipsychotic Products	February 2009
70907	17441511000001104	0	03602020	Seroquel 25mg tablets (Mawdsley-Brooks & Company Ltd)	Quetiapine fumarate	25mg	Tablet	Oral	04020102	Second-Generation Antipsychotic Drugs	December 2017
54483	20356411000001105	5245	40629020	Sondate XL 300mg tablets (Teva UK Ltd)	Quetiapine fumarate	300mg	Modified-release tablet	Oral	04020102	Second-Generation Antipsychotic Drugs	April 2013
45839	13012311000001108	1992	99745020	Quetiapine 25mg/5ml oral suspension	Quetiapine fumarate	5mg/1ml	Oral suspension	Oral	04020102	Second-Generation Antipsychotic Drugs	August 2011
75649	33568811000001104	213	70702021	Brancico XL 300mg tablets (Zentiva Pharma UK Ltd)	Quetiapine fumarate	300mg	Modified-release tablet	Oral	04020102	Second-Generation Antipsychotic Drugs	April 2019
75427	21871311000001101	68	47261020	Quetiapine 25mg tablets (Waymade Healthcare Plc)	Quetiapine fumarate	25mg	Tablet	Oral	04020102	Second-Generation Antipsychotic Drugs	April 2019
78609	20161911000001106	0	40632020	Quetiapine 300mg tablets (Teva UK Ltd)	Quetiapine fumarate	300mg	Tablet	Oral	04020102	Second-Generation Antipsychotic Drugs	November 2019
18013	340911000001108	9724	85213020	Seroquel 100mg tablets (Luye Pharma Ltd)	Quetiapine fumarate	100mg	Tablet	Oral	04020102	Second-Generation Antipsychotic Drugs	February 2009
46871	13011711000001100	308	00447021	Quetiapine 12.5mg/5ml oral suspension	Quetiapine fumarate	2.5mg/1ml	Oral suspension	Oral	04020102	Second-Generation Antipsychotic Drugs	February 2012
14813	4111000001106	4454	85216020	Seroquel 150mg tablets (AstraZeneca UK Ltd)	Quetiapine fumarate	150mg	Tablet	Oral	04020102	Second-Generation Antipsychotic Drugs	February 2009
63049	28400211000001109	25937	44732021	Biquelle XL 50mg tablets (Aspire Pharma Ltd)	Quetiapine fumarate	50mg	Modified-release tablet	Oral	04020102	Second-Generation Antipsychotic Drugs	April 2015
38906	426401009	154624	94791020	Quetiapine 300mg modified-release tablets	Quetiapine fumarate	300mg	Modified-release tablet	Oral	04020102	Second-Generation Antipsychotic Drugs	February 2009
65174	20366611000001104	6	41446020	Quetiapine 300mg tablets (A A H Pharmaceuticals Ltd)	Quetiapine fumarate	300mg	Tablet	Oral	04020102	Second-Generation Antipsychotic Drugs	January 2016
74782	16234811000001103	0	03439020	Risperdal 1mg tablets (Lexon (UK) Ltd)	Risperidone	1mg	Tablet	Oral	04020102	Second-Generation Antipsychotic Drugs	February 2019
84366	37784211000001101	0	90239021	Risperidone 500microgram tablets (DE Pharmaceuticals)	Risperidone	500microgram	Tablet	Oral	04020102	Second-Generation Antipsychotic Drugs	August 2021
667	321602009	939958	77912020	Risperidone 500microgram tablets	Risperidone	500microgram	Tablet	Oral	04020102	Second-Generation Antipsychotic Drugs	February 2009
81144	13121111000001103	2	74935020	Risperidone 2mg tablets (A A H Pharmaceuticals Ltd)	Risperidone	2mg	Tablet	Oral	04020102	Second-Generation Antipsychotic Drugs	July 2020
84868	21881611000001102	0	47254020	Risperidone 1mg/ml oral solution sugar free (Waymade Healthcare Plc)	Risperidone	1mg/1ml	Oral solution	Oral	04020102	Second-Generation Antipsychotic Drugs	October 2021
80963	13375511000001100	12	75063020	Risperidone 1mg orodispersible tablets sugar free (A A H Pharmaceuticals Ltd)	Risperidone	1mg	Orodispersible tablet	Oral	04020102	Second-Generation Antipsychotic Drugs	June 2020
9475	429611000001104	10452	73798020	Risperdal 4mg tablets (Janssen-Cilag Ltd)	Risperidone	4mg	Tablet	Oral	04020102	Second-Generation Antipsychotic Drugs	February 2009
